model,train_variant,test_set,seed,tag,n,accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,f1_not_hate,f1_hate
banglabert,aug_dia,bidwesh_noakhali,42,full,1475,0.8962711864406779,0.8992453584732395,0.8964779901966192,0.8961105502515582,0.8960911631252851,0.8920254057868737,0.9001956947162426
banglabert,aug_dia,bidwesh_noakhali,43,full,1475,0.8928813559322034,0.8971739889589788,0.8931299113430191,0.892632581830512,0.8926080548064016,0.8874643874643875,0.8978007761966365
banglabert,aug_dia,bidwesh_noakhali,44,full,1475,0.9084745762711864,0.9088912565048101,0.9085529533328185,0.9084609440256773,0.9084556425968682,0.9073438572409059,0.9095780308104487
banglabert,aug_dia,clean,42,full,5028,0.9242243436754176,0.9245533427428907,0.9251262005212824,0.9242116777050231,0.9242498704772898,0.9251914392303161,0.92323191617973
banglabert,aug_dia,clean,43,full,5028,0.9232299124900557,0.9236737848884027,0.9242001384339219,0.9232203882259932,0.9232537231502119,0.9240755310778914,0.9223652453740949
banglabert,aug_dia,clean,44,full,5028,0.9250198886237072,0.924851586910373,0.9254415433607497,0.924972021189286,0.9250458953400463,0.9268671193016489,0.9230769230769231
banglabert,augmented,augmented,42,full,5028,0.9089101034208433,0.9090124574924383,0.9096255945559466,0.9088834468888778,0.9089441989849852,0.9104419241298397,0.9073249696479159
banglabert,augmented,augmented,43,full,5028,0.9156722354813047,0.9154990802306299,0.9156215454905023,0.9155566773090654,0.9156784482862638,0.918680475642501,0.9124328789756299
banglabert,augmented,augmented,44,full,5028,0.912291169451074,0.9122540355316335,0.912879805888259,0.9122543472690632,0.9123244166639575,0.9140518417462483,0.9104568527918782
banglabert,augmented,bidwesh_barishal,42,full,1439,0.9131341209173037,0.9134557041766345,0.9134557041766345,0.9131341209173037,0.9131341209173037,0.9131341209173037,0.9131341209173037
banglabert,augmented,bidwesh_barishal,43,full,1439,0.9145239749826268,0.9147798851507494,0.9148199606568528,0.9145238098687556,0.9145260389060171,0.9146426092990978,0.9144050104384134
banglabert,augmented,bidwesh_barishal,44,full,1439,0.9068797776233496,0.9073091254870431,0.9072382888436283,0.9068793728920295,0.9068757303101481,0.9066852367688022,0.9070735090152566
banglabert,augmented,bidwesh_chittagong,42,full,1494,0.8507362784471219,0.8513117465471138,0.8505996587715776,0.8506344947243125,0.8506605931147764,0.8545335942596216,0.8467353951890034
banglabert,augmented,bidwesh_chittagong,43,full,1494,0.856091030789826,0.8592853277541794,0.8557754344210586,0.8556875183923047,0.8557385959109783,0.863318499682136,0.8480565371024735
banglabert,augmented,bidwesh_chittagong,44,full,1494,0.856091030789826,0.8574685558649815,0.8558829643860757,0.8558957313355564,0.8559312403272418,0.8612007746933505,0.8505906879777624
banglabert,augmented,bidwesh_heldout,42,full,4408,0.8858892921960072,0.8861521697358776,0.8860296570074686,0.8858861854144133,0.8858802420061468,0.8852907639680729,0.8864816068607538
