model,train_variant,test_set,seed,tag,n,accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,f1_not_hate,f1_hate
banglabert-nct,clean,bidwesh_chittagong,44,full,1494,0.8467202141900937,0.8467122347412961,0.8467178270344669,0.8467146515050706,0.8467208322662074,0.8476380572188955,0.8457912457912458
banglabert-nct,clean,bidwesh_heldout,42,full,4408,0.8770417422867514,0.8770417422867514,0.8770793134714066,0.8770386794016257,0.877044805171877,0.8776523702031602,0.8764249886000912
banglabert-nct,clean,bidwesh_heldout,43,full,4408,0.8831669691470054,0.8839622585100722,0.8834021805460506,0.8831415592076264,0.8831243586332774,0.8814183743955791,0.8848647440196736
banglabert-nct,clean,bidwesh_heldout,44,full,4408,0.8865698729582577,0.8873227008840217,0.8867986293145832,0.8865474282196285,0.88653149969544,0.8849516797054763,0.8881431767337807
banglabert-nct,clean,bidwesh_noakhali,42,full,1475,0.8949152542372881,0.8967137450383089,0.8950769819119166,0.8948216603203126,0.8948067703789756,0.8916841369671559,0.8979591836734694
banglabert-nct,clean,bidwesh_noakhali,43,full,1475,0.8942372881355932,0.8990104957005564,0.8944987442406057,0.893963133640553,0.8939375458876825,0.8885714285714286,0.8993548387096775
banglabert-nct,clean,bidwesh_noakhali,44,full,1475,0.903728813559322,0.9072539686070393,0.9039518729752489,0.9035528647262734,0.9035333148559347,0.8994334277620396,0.9076723016905072
banglabert-nct,clean,clean,42,full,5028,0.918854415274463,0.9186303678738335,0.9190880982323053,0.9187821310426314,0.9188765824388914,0.9212050984936269,0.9163591635916359
banglabert-nct,clean,clean,43,full,5028,0.9252187748607796,0.9253801342812007,0.9260056742695455,0.9251998386983438,0.9252462322963118,0.9263899765074393,0.9240097008892482
banglabert-nct,clean,clean,44,full,5028,0.9232299124900557,0.9240673687197296,0.9244020212366764,0.9232271793652218,0.9232450357808035,0.9236852510873863,0.9227691076430572
banglabert-nct_smoke,clean,augmented,42,smoke,500,0.56,0.6831494864967669,0.5309427414690573,0.4224630376344086,0.44050067204301074,0.7043010752688172,0.140625
banglabert-nct_smoke,clean,bidwesh_barishal,42,smoke,140,0.5357142857142857,0.5776515151515151,0.5167654876303414,0.408130081300813,0.4199070847851336,0.6829268292682927,0.13333333333333333
banglabert-nct_smoke,clean,bidwesh_chittagong,42,smoke,197,0.5380710659898477,0.5230061349693251,0.5132179141613105,0.4668550185873606,0.48169169512954546,0.6617100371747212,0.272
banglabert-nct_smoke,clean,bidwesh_heldout,42,smoke,500,0.514,0.5166666666666666,0.5060024009603842,0.41579516768842406,0.420585647313379,0.6553191489361702,0.17627118644067796
banglabert-nct_smoke,clean,bidwesh_noakhali,42,smoke,163,0.4662576687116564,0.48225806451612907,0.4966727162734422,0.35379357484620644,0.3356008537797366,0.6233766233766234,0.08421052631578947
banglabert-nct_smoke,clean,clean,42,smoke,500,0.548,0.6871584699453552,0.5176081228712808,0.39078303249876,0.41058989454616035,0.7002652519893899,0.08130081300813008
locktest_smoke,clean,clean,42,smoke,4,0.75,0.8333333333333333,0.75,0.7333333333333334,0.7333333333333334,0.6666666666666666,0.8
majority,clean,augmented,42,full,5028,0.5194908512330947,0.25974542561654734,0.5,0.3418848167539267,0.3552120689583359,0.6837696335078534,0.0
majority,clean,bidwesh_barishal,42,full,1439,0.5093815149409312,0.2546907574704656,0.5,0.3374769797421731,0.3438090703975162,0.6749539594843462,0.0
majority,clean,bidwesh_chittagong,42,full,1494,0.5033467202141901,0.25167336010709507,0.5,0.3348174532502226,0.33705853392793494,0.6696349065004452,0.0
majority,clean,bidwesh_heldout,42,full,4408,0.5049909255898367,0.25249546279491836,0.5,0.3355441664154356,0.33889351834880205,0.6710883328308712,0.0
majority,clean,bidwesh_noakhali,42,full,1475,0.5023728813559322,0.2511864406779661,0.5,0.33438628158844763,0.33597319953496907,0.6687725631768953,0.0
majority,clean,clean,42,full,5028,0.5194908512330947,0.25974542561654734,0.5,0.3418848167539267,0.3552120689583359,0.6837696335078534,0.0
muril-base-cased,augmented,augmented,42,full,5028,0.9079156722354813,0.9078785210083715,0.9084976496658317,0.9078770131192205,0.9079505780394836,0.9097641785227051,0.905989847715736
muril-base-cased,augmented,augmented,43,full,5028,0.904733492442323,0.9047108099807806,0.9053261564049775,0.9046950361216439,0.9047696642291003,0.9066094755312927,0.9027805967119952
muril-base-cased,augmented,augmented,44,full,5028,0.9097056483691328,0.9098462960091394,0.910453409125483,0.9096816261415854,0.9097390451245034,0.9111545988258317,0.9082086534573393
muril-base-cased,augmented,bidwesh_barishal,42,full,1439,0.9068797776233496,0.9073903328191627,0.9072643759009696,0.9068786533609956,0.9068725823442838,0.9065550906555091,0.907202216066482
muril-base-cased,augmented,bidwesh_barishal,43,full,1439,0.9020152883947186,0.9036006074293883,0.9026460005642534,0.9019880249934183,0.9019573536669557,0.9003533568904594,0.9036226930963773
muril-base-cased,augmented,bidwesh_barishal,44,full,1439,0.9068797776233496,0.908136284802874,0.9074469853023587,0.9068635406402752,0.9068404670327483,0.9056338028169014,0.9080932784636488
muril-base-cased,augmented,bidwesh_chittagong,42,full,1494,0.8253012048192772,0.8298929114085289,0.8249035814647014,0.8245616560943425,0.8246378982309337,0.8359522313010685,0.8131710808876164
muril-base-cased,augmented,bidwesh_chittagong,43,full,1494,0.8400267737617135,0.8419641456036968,0.8397731834604576,0.8397233876661889,0.8397700624501158,0.846696600384862,0.8327501749475158
muril-base-cased,augmented,bidwesh_chittagong,44,full,1494,0.8400267737617135,0.8415697910079933,0.8398000659517119,0.839776895791219,0.8398192479896079,0.8461043142305216,0.8334494773519163
muril-base-cased,augmented,bidwesh_heldout,42,full,4408,0.8761343012704175,0.876127767689121,0.8761128995464813,0.8761196119447235,0.876133077159943,0.8774685816876122,0.8747706422018349
muril-base-cased,augmented,bidwesh_heldout,43,full,4408,0.8770417422867514,0.8771937193818216,0.8771517842216353,0.8770411094717525,0.8770383250857579,0.8767621646202819,0.8773200543232231
muril-base-cased,augmented,bidwesh_heldout,44,full,4408,0.8808983666061706,0.8810585218614042,0.8810110575541286,0.880897624915834,0.8808946581544874,0.880600409370025,0.8811948404616429
muril-base-cased,augmented,bidwesh_noakhali,42,full,1475,0.8976271186440677,0.8994369057509461,0.8977889073973973,0.897535940053982,0.8975214343691956,0.8944793850454228,0.9005924950625411
muril-base-cased,augmented,bidwesh_noakhali,43,full,1475,0.8901694915254237,0.892488205628762,0.8903536350833067,0.8900380299527295,0.8900199862074577,0.8862359550561798,0.8938401048492791
muril-base-cased,augmented,bidwesh_noakhali,44,full,1475,0.8969491525423728,0.8993050933936733,0.8971334487970082,0.8968258058815732,0.8968088759477381,0.8932584269662921,0.9003931847968545
muril-base-cased,augmented,clean,42,full,5028,0.9224343675417661,0.9224191290391178,0.9230617349370709,0.9224036737443524,0.9224638335872832,0.9239469578783152,0.9208603896103896
muril-base-cased,augmented,clean,43,full,5028,0.9178599840891011,0.917935116686959,0.9185658017504539,0.9178342398326615,0.9178909350490899,0.9192886456908345,0.9163798339744887
muril-base-cased,augmented,clean,44,full,5028,0.9220365950676214,0.9220523680293257,0.9226944159913999,0.9220081634823767,0.9220662113022512,0.9234972677595629,0.9205190592051906
muril-base-cased,clean,augmented,42,full,5028,0.8947891805887033,0.8945536342794893,0.8949784742857723,0.8946942042046667,0.8948174848091116,0.8978567290982815,0.8915316793110519
muril-base-cased,clean,augmented,43,full,5028,0.89618138424821,0.8959438670004871,0.896256325872438,0.8960680987000949,0.8962018575400379,0.8994994224104736,0.8926367749897162
muril-base-cased,clean,augmented,44,full,5028,0.8983691328560064,0.8982727558785508,0.8981290503331542,0.8981965838330276,0.8983599635842539,0.9023877745940784,0.8940053930719768
muril-base-cased,clean,bidwesh_barishal,42,full,1439,0.8999305072967339,0.9011728065285391,0.9004952676145608,0.8999130585985047,0.8998882630799684,0.8985915492957747,0.9012345679012346
muril-base-cased,clean,bidwesh_barishal,43,full,1439,0.8978457261987491,0.8991478207674646,0.8984227958368921,0.8978259893031081,0.8977993444939927,0.8964059196617337,0.8992460589444825
muril-base-cased,clean,bidwesh_barishal,44,full,1439,0.9041000694927033,0.9046087857454894,0.9044836888258505,0.904098911670279,0.9040926594291878,0.9037656903765691,0.9044321329639889
muril-base-cased,clean,bidwesh_chittagong,42,full,1494,0.8239625167336011,0.8249888018017857,0.8237709324998566,0.8237571402619946,0.8237974101583879,0.8297734627831715,0.8177408177408177
muril-base-cased,clean,bidwesh_chittagong,43,full,1494,0.8340026773761714,0.8359697485783564,0.8337443367551758,0.833678086619263,0.8337272670369765,0.841025641025641,0.8263305322128851
muril-base-cased,clean,bidwesh_chittagong,44,full,1494,0.8253012048192772,0.8312560650446917,0.824849816482193,0.8243663167661717,0.8244520863123284,0.8371802869619464,0.8115523465703971
muril-base-cased,clean,bidwesh_heldout,42,full,4408,0.8679673321234119,0.868213720838276,0.8681036463493271,0.8679640431951037,0.8679574653384869,0.8673050615595075,0.8686230248306998
muril-base-cased,clean,bidwesh_heldout,43,full,4408,0.8729582577132486,0.8730818772401434,0.873058833896217,0.8729580223348656,0.8729562962267242,0.8727850976828714,0.87313094698686
muril-base-cased,clean,bidwesh_heldout,44,full,4408,0.8722776769509982,0.8723405679482688,0.8722083319950951,0.8722463737863181,0.8722663352246649,0.8742461469734197,0.8702466005992164
muril-base-cased,clean,bidwesh_noakhali,42,full,1475,0.8813559322033898,0.8838743988161302,0.8815495298716294,0.8811966996040428,0.8811760583411644,0.8768472906403941,0.8855461085676913
muril-base-cased,clean,bidwesh_noakhali,43,full,1475,0.888135593220339,0.8905257883311823,0.8883229085079078,0.887996388271824,0.8879776491441392,0.8840477863668307,0.8919449901768173
muril-base-cased,clean,bidwesh_noakhali,44,full,1475,0.8888135593220339,0.8900002581006741,0.888946191721181,0.8887509197939661,0.8887383918883526,0.8861111111111111,0.8913907284768212
muril-base-cased,clean,clean,42,full,5028,0.9138822593476531,0.9138451317219107,0.9144733172418689,0.9138461051417333,0.9139149034364935,0.9156109920093549,0.9120812182741117
muril-base-cased,clean,clean,43,full,5028,0.9154733492442323,0.9153119242493077,0.9158960046854558,0.9154210745319276,0.9155030412808214,0.917523772559674,0.9133183765041811
muril-base-cased,clean,clean,44,full,5028,0.9184566428003182,0.9182477551392498,0.9187673676257315,0.9183933738022731,0.9184819503995363,0.9206656346749226,0.9161211129296236
qwen2.5-7b-fewshot,fewshot,bidwesh_heldout_subset,42,full,1500,0.696,0.7140876468029578,0.696,0.6894404297708578,0.689440429770858,0.6443057722308893,0.7345750873108265
qwen2.5-7b-fewshot,fewshot,clean_subset,42,full,1500,0.7133333333333334,0.7461922268907564,0.7133333333333334,0.7034379132328301,0.7034379132328301,0.6492659053833605,0.7576099210822999
tfidf_lr,aug_dia,augmented,42,full,5028,0.889618138424821,0.8905910300499109,0.8886348539091102,0.8892211303109628,0.8894796472223125,0.8958528804653781,0.8825893801565475
tfidf_lr,aug_dia,augmented,43,full,5028,0.889618138424821,0.8905910300499109,0.8886348539091102,0.8892211303109628,0.8894796472223125,0.8958528804653781,0.8825893801565475
tfidf_lr,aug_dia,augmented,44,full,5028,0.889618138424821,0.8905910300499109,0.8886348539091102,0.8892211303109628,0.8894796472223125,0.8958528804653781,0.8825893801565475
tfidf_lr,aug_dia,bidwesh_barishal,42,full,1439,0.8957609451007644,0.8960420657495017,0.8955155382243023,0.8956677841838452,0.8957262805735386,0.8987854251012146,0.8925501432664756
tfidf_lr,aug_dia,bidwesh_barishal,43,full,1439,0.8957609451007644,0.8960420657495017,0.8955155382243023,0.8956677841838452,0.8957262805735386,0.8987854251012146,0.8925501432664756
tfidf_lr,aug_dia,bidwesh_barishal,44,full,1439,0.8957609451007644,0.8960420657495017,0.8955155382243023,0.8956677841838452,0.8957262805735386,0.8987854251012146,0.8925501432664756
tfidf_lr,aug_dia,bidwesh_chittagong,42,full,1494,0.8614457831325302,0.8618287047422495,0.8613365257785169,0.8613781501756876,0.8613986450110944,0.8644400785854617,0.8583162217659137
tfidf_lr,aug_dia,bidwesh_chittagong,43,full,1494,0.8614457831325302,0.8618287047422495,0.8613365257785169,0.8613781501756876,0.8613986450110944,0.8644400785854617,0.8583162217659137
tfidf_lr,aug_dia,bidwesh_chittagong,44,full,1494,0.8614457831325302,0.8618287047422495,0.8613365257785169,0.8613781501756876,0.8613986450110944,0.8644400785854617,0.8583162217659137
tfidf_lr,aug_dia,bidwesh_heldout,42,full,4408,0.8781760435571688,0.8781988436749614,0.8781299334669102,0.8781542146817136,0.87817049384307,0.8797850906648758,0.8765233386985514
tfidf_lr,aug_dia,bidwesh_heldout,43,full,4408,0.8781760435571688,0.8781988436749614,0.8781299334669102,0.8781542146817136,0.87817049384307,0.8797850906648758,0.8765233386985514
tfidf_lr,aug_dia,bidwesh_heldout,44,full,4408,0.8781760435571688,0.8781988436749614,0.8781299334669102,0.8781542146817136,0.87817049384307,0.8797850906648758,0.8765233386985514
tfidf_lr,aug_dia,bidwesh_noakhali,42,full,1475,0.8779661016949153,0.8783243726609333,0.87804057408245,0.8779498891205773,0.8779432133546732,0.8765432098765432,0.8793565683646113
tfidf_lr,aug_dia,bidwesh_noakhali,43,full,1475,0.8779661016949153,0.8783243726609333,0.87804057408245,0.8779498891205773,0.8779432133546732,0.8765432098765432,0.8793565683646113
tfidf_lr,aug_dia,bidwesh_noakhali,44,full,1475,0.8779661016949153,0.8783243726609333,0.87804057408245,0.8779498891205773,0.8779432133546732,0.8765432098765432,0.8793565683646113
tfidf_lr,aug_dia,clean,42,full,5028,0.9049323786793954,0.9054684440217087,0.9042286365526404,0.9046615171748458,0.904859609916979,0.9097432024169184,0.8995798319327731
tfidf_lr,aug_dia,clean,43,full,5028,0.9049323786793954,0.9054684440217087,0.9042286365526404,0.9046615171748458,0.904859609916979,0.9097432024169184,0.8995798319327731
tfidf_lr,aug_dia,clean,44,full,5028,0.9049323786793954,0.9054684440217087,0.9042286365526404,0.9046615171748458,0.904859609916979,0.9097432024169184,0.8995798319327731
tfidf_lr,augmented,augmented,42,full,5028,0.8929992044550518,0.8938737109545384,0.8920754185978115,0.8926321093921541,0.8928768394340858,0.8989101841413003,0.886354034643008
tfidf_lr,augmented,augmented,43,full,5028,0.8929992044550518,0.8938737109545384,0.8920754185978115,0.8926321093921541,0.8928768394340858,0.8989101841413003,0.886354034643008
tfidf_lr,augmented,augmented,44,full,5028,0.8929992044550518,0.8938737109545384,0.8920754185978115,0.8926321093921541,0.8928768394340858,0.8989101841413003,0.886354034643008
tfidf_lr,augmented,bidwesh_barishal,42,full,1439,0.8943710910354413,0.8945341662959596,0.8941773688014253,0.8942934467427025,0.8943472004838293,0.8971583220568335,0.8914285714285715
tfidf_lr,augmented,bidwesh_barishal,43,full,1439,0.8943710910354413,0.8945341662959596,0.8941773688014253,0.8942934467427025,0.8943472004838293,0.8971583220568335,0.8914285714285715
tfidf_lr,augmented,bidwesh_barishal,44,full,1439,0.8943710910354413,0.8945341662959596,0.8941773688014253,0.8942934467427025,0.8943472004838293,0.8971583220568335,0.8914285714285715
tfidf_lr,augmented,bidwesh_chittagong,42,full,1494,0.8333333333333334,0.8368382314284213,0.8329898348339737,0.8327920888560871,0.8328557646769394,0.8423052564914503,0.8232789212207239
tfidf_lr,augmented,bidwesh_chittagong,43,full,1494,0.8333333333333334,0.8368382314284213,0.8329898348339737,0.8327920888560871,0.8328557646769394,0.8423052564914503,0.8232789212207239
tfidf_lr,augmented,bidwesh_chittagong,44,full,1494,0.8333333333333334,0.8368382314284213,0.8329898348339737,0.8327920888560871,0.8328557646769394,0.8423052564914503,0.8232789212207239
tfidf_lr,augmented,bidwesh_heldout,42,full,4408,0.8632032667876588,0.8636401320116223,0.8630288408879974,0.8631100951067245,0.8631457434020384,0.866681406146363,0.859538784067086
tfidf_lr,augmented,bidwesh_heldout,43,full,4408,0.8632032667876588,0.8636401320116223,0.8630288408879974,0.8631100951067245,0.8631457434020384,0.866681406146363,0.859538784067086
tfidf_lr,augmented,bidwesh_heldout,44,full,4408,0.8632032667876588,0.8636401320116223,0.8630288408879974,0.8631100951067245,0.8631457434020384,0.866681406146363,0.859538784067086
tfidf_lr,augmented,bidwesh_noakhali,42,full,1475,0.8630508474576272,0.8631954022988506,0.8630992436026137,0.8630457485576022,0.8630417827464716,0.8622100954979536,0.8638814016172507
tfidf_lr,augmented,bidwesh_noakhali,43,full,1475,0.8630508474576272,0.8631954022988506,0.8630992436026137,0.8630457485576022,0.8630417827464716,0.8622100954979536,0.8638814016172507
tfidf_lr,augmented,bidwesh_noakhali,44,full,1475,0.8630508474576272,0.8631954022988506,0.8630992436026137,0.8630457485576022,0.8630417827464716,0.8622100954979536,0.8638814016172507
tfidf_lr,augmented,clean,42,full,5028,0.9053301511535402,0.9059853905025546,0.9045648966055799,0.9050440300440301,0.9052472174986097,0.9102564102564102,0.8998316498316499
tfidf_lr,augmented,clean,43,full,5028,0.9053301511535402,0.9059853905025546,0.9045648966055799,0.9050440300440301,0.9052472174986097,0.9102564102564102,0.8998316498316499
tfidf_lr,augmented,clean,44,full,5028,0.9053301511535402,0.9059853905025546,0.9045648966055799,0.9050440300440301,0.9052472174986097,0.9102564102564102,0.8998316498316499
tfidf_lr,clean,augmented,42,full,5028,0.8802704852824185,0.8825399640098253,0.8787682676997657,0.8796326916460397,0.8799742423365595,0.8883945124212087,0.8708708708708709
tfidf_lr,clean,augmented,43,full,5028,0.8802704852824185,0.8825399640098253,0.8787682676997657,0.8796326916460397,0.8799742423365595,0.8883945124212087,0.8708708708708709
tfidf_lr,clean,augmented,44,full,5028,0.8802704852824185,0.8825399640098253,0.8787682676997657,0.8796326916460397,0.8799742423365595,0.8883945124212087,0.8708708708708709
tfidf_lr,clean,bidwesh_barishal,42,full,1439,0.8853370396108409,0.8853825928933226,0.8852053534506413,0.8852729921505245,0.8853238533690111,0.8879837067209776,0.8825622775800712
tfidf_lr,clean,bidwesh_barishal,43,full,1439,0.8853370396108409,0.8853825928933226,0.8852053534506413,0.8852729921505245,0.8853238533690111,0.8879837067209776,0.8825622775800712
tfidf_lr,clean,bidwesh_barishal,44,full,1439,0.8853370396108409,0.8853825928933226,0.8852053534506413,0.8852729921505245,0.8853238533690111,0.8879837067209776,0.8825622775800712
tfidf_lr,clean,bidwesh_chittagong,42,full,1494,0.8159303882195449,0.8214671158955817,0.8154875408613866,0.8149813540293624,0.8150700488134917,0.8282323547782636,0.8017303532804614
tfidf_lr,clean,bidwesh_chittagong,43,full,1494,0.8159303882195449,0.8214671158955817,0.8154875408613866,0.8149813540293624,0.8150700488134917,0.8282323547782636,0.8017303532804614
tfidf_lr,clean,bidwesh_chittagong,44,full,1494,0.8159303882195449,0.8214671158955817,0.8154875408613866,0.8149813540293624,0.8150700488134917,0.8282323547782636,0.8017303532804614
tfidf_lr,clean,bidwesh_heldout,42,full,4408,0.8539019963702359,0.85450867032938,0.8536926729600924,0.8537748143514503,0.8538178605731932,0.8580872631115029,0.8494623655913979
tfidf_lr,clean,bidwesh_heldout,43,full,4408,0.8539019963702359,0.85450867032938,0.8536926729600924,0.8537748143514503,0.8538178605731932,0.8580872631115029,0.8494623655913979
tfidf_lr,clean,bidwesh_heldout,44,full,4408,0.8539019963702359,0.85450867032938,0.8536926729600924,0.8537748143514503,0.8538178605731932,0.8580872631115029,0.8494623655913979
tfidf_lr,clean,bidwesh_noakhali,42,full,1475,0.8616949152542372,0.8618814558135428,0.8617497159372967,0.8616872228228494,0.8616823276392387,0.860655737704918,0.8627187079407806
tfidf_lr,clean,bidwesh_noakhali,43,full,1475,0.8616949152542372,0.8618814558135428,0.8617497159372967,0.8616872228228494,0.8616823276392387,0.860655737704918,0.8627187079407806
tfidf_lr,clean,bidwesh_noakhali,44,full,1475,0.8616949152542372,0.8618814558135428,0.8617497159372967,0.8616872228228494,0.8616823276392387,0.860655737704918,0.8627187079407806
tfidf_lr,clean,clean,42,full,5028,0.9039379474940334,0.9048968802590893,0.9030230444306968,0.9036061272158712,0.9038265908583111,0.909261694533158,0.8979505598985844
tfidf_lr,clean,clean,43,full,5028,0.9039379474940334,0.9048968802590893,0.9030230444306968,0.9036061272158712,0.9038265908583111,0.909261694533158,0.8979505598985844
tfidf_lr,clean,clean,44,full,5028,0.9039379474940334,0.9048968802590893,0.9030230444306968,0.9036061272158712,0.9038265908583111,0.909261694533158,0.8979505598985844
tfidf_lr,dialect,augmented,42,full,5028,0.8840493237867939,0.8861397079695479,0.8826227396732351,0.8834618153020266,0.8837843689799381,0.891736304549675,0.8751873260543781
tfidf_lr,dialect,augmented,43,full,5028,0.8840493237867939,0.8861397079695479,0.8826227396732351,0.8834618153020266,0.8837843689799381,0.891736304549675,0.8751873260543781
tfidf_lr,dialect,augmented,44,full,5028,0.8840493237867939,0.8861397079695479,0.8826227396732351,0.8834618153020266,0.8837843689799381,0.891736304549675,0.8751873260543781
tfidf_lr,dialect,bidwesh_barishal,42,full,1439,0.8950660180681028,0.8956969999883766,0.8947029746974868,0.8949288134478585,0.89500005430837,0.8987256874580818,0.8911319394376351
tfidf_lr,dialect,bidwesh_barishal,43,full,1439,0.8950660180681028,0.8956969999883766,0.8947029746974868,0.8949288134478585,0.89500005430837,0.8987256874580818,0.8911319394376351
tfidf_lr,dialect,bidwesh_barishal,44,full,1439,0.8950660180681028,0.8956969999883766,0.8947029746974868,0.8949288134478585,0.89500005430837,0.8987256874580818,0.8911319394376351
tfidf_lr,dialect,bidwesh_chittagong,42,full,1494,0.8587684069611781,0.8597173907181188,0.8585963038366691,0.8586284944975552,0.8586582631068366,0.863075924724205,0.8541810642709053
tfidf_lr,dialect,bidwesh_chittagong,43,full,1494,0.8587684069611781,0.8597173907181188,0.8585963038366691,0.8586284944975552,0.8586582631068366,0.863075924724205,0.8541810642709053
tfidf_lr,dialect,bidwesh_chittagong,44,full,1494,0.8587684069611781,0.8597173907181188,0.8585963038366691,0.8586284944975552,0.8586582631068366,0.863075924724205,0.8541810642709053
tfidf_lr,dialect,bidwesh_heldout,42,full,4408,0.8779491833030852,0.8782663975382667,0.8778056680361992,0.877883796445531,0.8779120025409466,0.880709534368071,0.8750580585229911
tfidf_lr,dialect,bidwesh_heldout,43,full,4408,0.8779491833030852,0.8782663975382667,0.8778056680361992,0.877883796445531,0.8779120025409466,0.880709534368071,0.8750580585229911
tfidf_lr,dialect,bidwesh_heldout,44,full,4408,0.8779491833030852,0.8782663975382667,0.8778056680361992,0.877883796445531,0.8779120025409466,0.880709534368071,0.8750580585229911
tfidf_lr,dialect,bidwesh_noakhali,42,full,1475,0.8806779661016949,0.8806797498097098,0.8806881487936988,0.8806774724951463,0.88067862424376,0.8809201623815968,0.8804347826086957
tfidf_lr,dialect,bidwesh_noakhali,43,full,1475,0.8806779661016949,0.8806797498097098,0.8806881487936988,0.8806774724951463,0.88067862424376,0.8809201623815968,0.8804347826086957
tfidf_lr,dialect,bidwesh_noakhali,44,full,1475,0.8806779661016949,0.8806797498097098,0.8806881487936988,0.8806774724951463,0.88067862424376,0.8809201623815968,0.8804347826086957
tfidf_lr,dialect,clean,42,full,5028,0.9041368337311058,0.9047266101953602,0.903400821983104,0.9038554675722423,0.9040582167161292,0.9090566037735849,0.8986543313708999
tfidf_lr,dialect,clean,43,full,5028,0.9041368337311058,0.9047266101953602,0.903400821983104,0.9038554675722423,0.9040582167161292,0.9090566037735849,0.8986543313708999
tfidf_lr,dialect,clean,44,full,5028,0.9041368337311058,0.9047266101953602,0.903400821983104,0.9038554675722423,0.9040582167161292,0.9090566037735849,0.8986543313708999
tfidf_svm,aug_dia,augmented,42,full,5028,0.887629276054097,0.8877369412978355,0.8871399070008013,0.8873790541500832,0.8875859887204914,0.8926875593542261,0.8820705489459403
tfidf_svm,aug_dia,augmented,43,full,5028,0.887629276054097,0.8877369412978355,0.8871399070008013,0.8873790541500832,0.8875859887204914,0.8926875593542261,0.8820705489459403
tfidf_svm,aug_dia,augmented,44,full,5028,0.887629276054097,0.8877369412978355,0.8871399070008013,0.8873790541500832,0.8875859887204914,0.8926875593542261,0.8820705489459403
tfidf_svm,aug_dia,bidwesh_barishal,42,full,1439,0.8846421125781793,0.88464147792506,0.8845493122678736,0.8845885513296228,0.8846352014493333,0.8870748299319728,0.8821022727272727
tfidf_svm,aug_dia,bidwesh_barishal,43,full,1439,0.8846421125781793,0.88464147792506,0.8845493122678736,0.8845885513296228,0.8846352014493333,0.8870748299319728,0.8821022727272727
tfidf_svm,aug_dia,bidwesh_barishal,44,full,1439,0.8846421125781793,0.88464147792506,0.8845493122678736,0.8845885513296228,0.8846352014493333,0.8870748299319728,0.8821022727272727
tfidf_svm,aug_dia,bidwesh_chittagong,42,full,1494,0.8514056224899599,0.8514051186464979,0.851390004014452,0.8513960352920302,0.8514040246236383,0.852589641434263,0.8502024291497976
tfidf_svm,aug_dia,bidwesh_chittagong,43,full,1494,0.8514056224899599,0.8514051186464979,0.851390004014452,0.8513960352920302,0.8514040246236383,0.852589641434263,0.8502024291497976
tfidf_svm,aug_dia,bidwesh_chittagong,44,full,1494,0.8514056224899599,0.8514051186464979,0.851390004014452,0.8513960352920302,0.8514040246236383,0.852589641434263,0.8502024291497976
tfidf_svm,aug_dia,bidwesh_heldout,42,full,4408,0.867513611615245,0.8675516812037207,0.8675774098789162,0.8675129297629216,0.8675159299131446,0.8678134902670892,0.867212369258754
tfidf_svm,aug_dia,bidwesh_heldout,43,full,4408,0.867513611615245,0.8675516812037207,0.8675774098789162,0.8675129297629216,0.8675159299131446,0.8678134902670892,0.867212369258754
tfidf_svm,aug_dia,bidwesh_heldout,44,full,4408,0.867513611615245,0.8675516812037207,0.8675774098789162,0.8675129297629216,0.8675159299131446,0.8678134902670892,0.867212369258754
tfidf_svm,aug_dia,bidwesh_noakhali,42,full,1475,0.8671186440677966,0.8681378024011471,0.8672443527599127,0.8670520975509257,0.8670379816231047,0.8640776699029126,0.870026525198939
tfidf_svm,aug_dia,bidwesh_noakhali,43,full,1475,0.8671186440677966,0.8681378024011471,0.8672443527599127,0.8670520975509257,0.8670379816231047,0.8640776699029126,0.870026525198939
tfidf_svm,aug_dia,bidwesh_noakhali,44,full,1475,0.8671186440677966,0.8681378024011471,0.8672443527599127,0.8670520975509257,0.8670379816231047,0.8640776699029126,0.870026525198939
tfidf_svm,aug_dia,clean,42,full,5028,0.8997613365155132,0.8997417613890459,0.8994379608125513,0.8995725482953847,0.8997422844932983,0.9039268013724743,0.8952182952182952
tfidf_svm,aug_dia,clean,43,full,5028,0.8997613365155132,0.8997417613890459,0.8994379608125513,0.8995725482953847,0.8997422844932983,0.9039268013724743,0.8952182952182952
tfidf_svm,aug_dia,clean,44,full,5028,0.8997613365155132,0.8997417613890459,0.8994379608125513,0.8995725482953847,0.8997422844932983,0.9039268013724743,0.8952182952182952
tfidf_svm,augmented,augmented,42,full,5028,0.8818615751789977,0.8818748159692961,0.881433310852611,0.8816181506849314,0.881827410337725,0.886986301369863,0.87625
tfidf_svm,augmented,augmented,43,full,5028,0.8818615751789977,0.8818748159692961,0.881433310852611,0.8816181506849314,0.881827410337725,0.886986301369863,0.87625
tfidf_svm,augmented,augmented,44,full,5028,0.8818615751789977,0.8818748159692961,0.881433310852611,0.8816181506849314,0.881827410337725,0.886986301369863,0.87625
tfidf_svm,augmented,bidwesh_barishal,42,full,1439,0.8832522585128562,0.8835310053253569,0.8835502745904331,0.8832522021325915,0.8832537243997355,0.8833333333333333,0.8831710709318498
tfidf_svm,augmented,bidwesh_barishal,43,full,1439,0.8832522585128562,0.8835310053253569,0.8835502745904331,0.8832522021325915,0.8832537243997355,0.8833333333333333,0.8831710709318498
